P1,P1_House,Aspect,P2,P2_House,EventType,Type,Date,Time,Timezone,Age,Pos1_Deg,Pos1_Sign,Pos1_Dir,Pos2_Deg,Pos2_Sign,Pos2_Dir
Saturn,2,Square,NorthNode,5,Enter,Tr-Na,2003-08-26,10:23:12,AWST,7.062,10.067,Cancer,Dir,11.067,Libra,Rx
Jupiter,4,Conjunction,Virgo,4,SignIngress,Tr-Na,2003-08-27,17:26:09,AWST,7.066,0.0,Virgo,Dir,0.0,Virgo,Dir
NorthNode,12,Sesquiquadrate,Jupiter,8,Exact,Tr-Na,2003-08-28,09:49:17,AWST,7.068,24.367,Taurus,Rx,9.367,Capricorn,Rx
Jupiter,4,Square,Pluto,6,Exact,Tr-Na,2003-08-29,08:06:01,AWST,7.070,0.35,Virgo,Dir,0.35,Sagittarius,Rx
Pluto,7,Station,,,Direct,Tr,2003-08-29,11:32:57,AWST,7.071,17.233,Sagittarius,Dir,,,
Saturn,2,Opposition,Jupiter,8,Leave,Tr-Na,2003-08-29,15:07:27,AWST,7.071,10.367,Cancer,Dir,9.367,Capricorn,Rx
Uranus,10,Opposition,Mercury,4,Leave,Tr-Na,2003-08-30,10:31:27,AWST,7.073,0.6,Pisces,Rx,1.6,Virgo,Dir
Jupiter,4,Conjunction,Mercury,4,Enter,Tr-Na,2003-08-30,12:59:54,AWST,7.073,0.6,Virgo,Dir,1.6,Virgo,Dir
Mars,2,Square,Chiron,5,Enter,Sp-Na,2003-09-01,00:09:05,AWST,7.077,9.983,Cancer,Dir,10.983,Libra,Dir
Neptune,9,Semi-Square,Moon,11,Exact,Tr-Na,2003-09-01,01:48:05,AWST,7.078,11.067,Aquarius,Rx,26.067,Pisces,Dir
Neptune,9,Trine,NorthNode,5,Exact,Tr-Na,2003-09-01,14:40:55,AWST,7.079,11.067,Aquarius,Rx,11.067,Libra,Rx
Jupiter,4,Quincunx,Uranus,9,Enter,Tr-Na,2003-09-02,13:44:34,AWST,7.082,1.267,Virgo,Dir,2.267,Aquarius,Rx
Jupiter,4,Square,Pluto,6,Leave,Tr-Na,2003-09-02,22:30:37,AWST,7.083,1.35,Virgo,Dir,0.35,Sagittarius,Rx
Jupiter,4,Conjunction,Mercury,4,Exact,Tr-Na,2003-09-04,03:31:30,AWST,7.086,1.6,Virgo,Dir,1.6,Virgo,Dir
Neptune,9,Trine,Chiron,5,Exact,Tr-Na,2003-09-04,15:42:21,AWST,7.087,10.983,Aquarius,Rx,10.983,Libra,Dir
Saturn,2,Square,Chiron,5,Exact,Tr-Na,2003-09-05,18:52:19,AWST,7.091,10.983,Cancer,Dir,10.983,Libra,Dir
Uranus,10,Square,Pluto,6,Exact,Tr-Na,2003-09-06,02:56:18,AWST,7.091,0.35,Pisces,Rx,0.35,Sagittarius,Rx
Saturn,2,Square,NorthNode,5,Exact,Tr-Na,2003-09-06,15:03:15,AWST,7.093,11.067,Cancer,Dir,11.067,Libra,Rx
Jupiter,4,Quincunx,Uranus,9,Exact,Tr-Na,2003-09-07,04:38:07,AWST,7.094,2.267,Virgo,Dir,2.267,Aquarius,Rx
Jupiter,4,Conjunction,Mercury,4,Leave,Tr-Na,2003-09-08,18:39:18,AWST,7.099,2.6,Virgo,Dir,1.6,Virgo,Dir
Pluto,7,Semi-Square,Uranus,9,Exact,Tr-Na,2003-09-09,23:53:09,AWST,7.102,17.267,Sagittarius,Dir,2.267,Aquarius,Rx
Jupiter,4,Quincunx,Uranus,9,Leave,Tr-Na,2003-09-11,20:18:31,AWST,7.107,3.267,Virgo,Dir,2.267,Aquarius,Rx
Jupiter,4,Square,ASC,1,Enter,Tr-Na,2003-09-12,10:17:43,AWST,7.109,3.383,Virgo,Dir,4.383,Gemini,Dir
Uranus,10,Conjunction,Aquarius,10,SignIngress,Tr-Na,2003-09-15,11:45:30,AWST,7.117,0.0,Pisces,Rx,0.0,Pisces,Dir
NorthNode,12,Sesquiquadrate,Jupiter,8,Leave,Tr-Na,2003-09-16,06:55:54,AWST,7.119,23.367,Taurus,Rx,9.367,Capricorn,Rx
Jupiter,4,Sextile,Mars,2,Enter,Tr-Na,2003-09-16,16:50:02,AWST,7.120,4.3,Virgo,Dir,5.3,Cancer,Dir
Jupiter,4,Square,ASC,1,Exact,Tr-Na,2003-09-17,03:05:37,AWST,7.122,4.383,Virgo,Dir,4.383,Gemini,Dir
Chiron,8,Station,,,Direct,Tr,2003-09-18,13:33:11,AWST,7.126,12.367,Capricorn,Dir,,,
NorthNode,12,Semi-Square,Saturn,11,Enter,Tr-Na,2003-09-19,04:49:38,AWST,7.127,23.2,Taurus,Rx,7.2,Aries,Rx
Saturn,2,Square,Chiron,5,Leave,Tr-Na,2003-09-19,05:54:00,AWST,7.127,11.983,Cancer,Dir,10.983,Libra,Dir
Saturn,2,Square,NorthNode,5,Leave,Tr-Na,2003-09-20,08:07:24,AWST,7.130,12.067,Cancer,Dir,11.067,Libra,Rx
Jupiter,4,Sextile,Mars,2,Exact,Tr-Na,2003-09-21,10:45:54,AWST,7.133,5.3,Virgo,Dir,5.3,Cancer,Dir
Jupiter,4,Square,ASC,1,Leave,Tr-Na,2003-09-21,21:09:10,AWST,7.135,5.383,Virgo,Dir,4.383,Gemini,Dir
Neptune,9,Opposition,Sun,3,Exact,Tr-Na,2003-09-23,11:15:50,AWST,7.139,10.633,Aquarius,Rx,10.633,Leo,Dir
Jupiter,4,Quincunx,Saturn,11,Enter,Tr-Na,2003-09-25,19:49:48,AWST,7.145,6.2,Virgo,Dir,7.2,Aries,Rx
Jupiter,4,Sextile,Mars,2,Leave,Tr-Na,2003-09-26,06:17:35,AWST,7.147,6.3,Virgo,Dir,5.3,Cancer,Dir
Jupiter,4,Quincunx,Saturn,11,Exact,Tr-Na,2003-09-30,17:09:23,AWST,7.159,7.2,Virgo,Dir,7.2,Aries,Rx
Jupiter,4,Quincunx,Saturn,11,Leave,Tr-Na,2003-10-05,16:52:41,AWST,7.172,8.2,Virgo,Dir,7.2,Aries,Rx
Uranus,10,Square,Pluto,6,Leave,Tr-Na,2003-10-06,03:42:05,AWST,7.174,29.35,Aquarius,Rx,0.35,Sagittarius,Rx
Jupiter,4,Trine,Jupiter,8,Enter,Tr-Na,2003-10-06,11:35:23,AWST,7.175,8.367,Virgo,Dir,9.367,Capricorn,Rx
NorthNode,12,Semi-Square,Saturn,11,Exact,Tr-Na,2003-10-08,02:00:46,AWST,7.179,22.2,Taurus,Rx,7.2,Aries,Rx
Pluto,7,Sextile,MC,10,Leave,Tr-Na,2003-10-09,13:48:28,AWST,7.183,17.683,Sagittarius,Dir,16.683,Aquarius,Dir
Mars,2,Square,NorthNode,5,Enter,Sp-Na,2003-10-09,14:56:38,AWST,7.183,10.067,Cancer,Dir,11.067,Libra,Rx
Jupiter,4,Trine,Jupiter,8,Exact,Tr-Na,2003-10-11,14:46:49,AWST,7.189,9.367,Virgo,Dir,9.367,Capricorn,Rx
Jupiter,4,Sesquiquadrate,Neptune,9,Enter,Tr-Na,2003-10-14,17:51:08,AWST,7.197,9.95,Virgo,Dir,25.95,Capricorn,Rx
Jupiter,4,Trine,Jupiter,8,Leave,Tr-Na,2003-10-16,21:36:55,AWST,7.203,10.367,Virgo,Dir,9.367,Capricorn,Rx
Moon,2,Conjunction,HouseCusp,2,HouseChange,Sp-Na,2003-10-17,07:47:21,AWST,7.204,29.217,Gemini,Dir,29.217,Gemini,Dir
Jupiter,4,Sesquiquadrate,Neptune,9,Exact,Tr-Na,2003-10-20,03:15:19,AWST,7.212,10.95,Virgo,Dir,25.95,Capricorn,Rx
Moon,2,Quincunx,Pluto,6,Enter,Sp-Sp,2003-10-20,16:05:01,AWST,7.213,29.333,Gemini,Dir,0.333,Sagittarius,Rx
Moon,2,Quincunx,Pluto,6,Enter,Sp-Na,2003-10-21,04:30:34,AWST,7.215,29.35,Gemini,Dir,0.35,Sagittarius,Rx
Neptune,9,Station,,,Direct,Tr,2003-10-23,09:53:47,AWST,7.221,10.383,Aquarius,Dir,,,
NorthNode,12,Semi-Square,Mars,2,Enter,Tr-Na,2003-10-25,06:23:23,AWST,7.226,21.3,Taurus,Rx,5.3,Cancer,Dir
Jupiter,4,Sesquiquadrate,Neptune,9,Leave,Tr-Na,2003-10-25,17:54:25,AWST,7.227,11.95,Virgo,Dir,25.95,Capricorn,Rx
Venus,2,Quincunx,Uranus,9,Exact,Sp-Na,2003-10-25,23:53:24,AWST,7.228,2.267,Cancer,Dir,2.267,Aquarius,Rx
Saturn,2,Station,,,Retrograde,Tr,2003-10-26,07:42:14,AWST,7.229,13.233,Cancer,Rx,,,
NorthNode,12,Semi-Square,Saturn,11,Leave,Tr-Na,2003-10-26,23:07:40,AWST,7.231,21.2,Taurus,Rx,7.2,Aries,Rx
Pluto,7,Semi-Square,Uranus,9,Leave,Tr-Na,2003-10-31,17:26:31,AWST,7.244,18.267,Sagittarius,Dir,2.267,Aquarius,Rx
Uranus,10,Station,,,Direct,Tr,2003-11-08,20:43:48,AWST,7.266,28.883,Aquarius,Dir,,,
Moon,2,Conjunction,Cancer,2,SignIngress,Sp-Na,2003-11-09,23:08:34,AWST,7.269,0.0,Cancer,Dir,0.0,Cancer,Dir
NorthNode,12,Semi-Square,Mars,2,Exact,Tr-Na,2003-11-13,03:38:46,AWST,7.278,20.3,Taurus,Rx,5.3,Cancer,Dir
Chiron,8,Semi-Square,Pluto,6,Enter,Tr-Na,2003-11-13,04:53:09,AWST,7.278,14.35,Capricorn,Dir,0.35,Sagittarius,Rx
Jupiter,4,Quincunx,MC,10,Enter,Tr-Na,2003-11-18,23:27:23,AWST,7.294,15.683,Virgo,Dir,16.683,Aquarius,Dir
Moon,2,Quincunx,Pluto,6,Exact,Sp-Sp,2003-11-20,03:27:45,AWST,7.297,0.333,Cancer,Dir,0.333,Sagittarius,Rx
Moon,2,Quincunx,Pluto,6,Exact,Sp-Na,2003-11-20,15:55:22,AWST,7.298,0.35,Cancer,Dir,0.35,Sagittarius,Rx
Neptune,9,Opposition,Sun,3,Exact,Tr-Na,2003-11-21,11:47:17,AWST,7.301,10.633,Aquarius,Dir,10.633,Leo,Dir
ASC,1,Sextile,Sun,3,Leave,Sp-Na,2003-11-22,07:10:27,AWST,7.303,11.633,Gemini,Dir,10.633,Leo,Dir
Jupiter,4,Sesquiquadrate,Uranus,9,Enter,Tr-Na,2003-11-23,15:18:12,AWST,7.306,16.267,Virgo,Dir,2.267,Aquarius,Rx
Chiron,8,Semi-Square,Pluto,6,Exact,Tr-Na,2003-11-26,20:58:19,AWST,7.315,15.35,Capricorn,Dir,0.35,Sagittarius,Rx
Jupiter,4,Quincunx,MC,10,Exact,Tr-Na,2003-11-27,06:03:56,AWST,7.316,16.683,Virgo,Dir,16.683,Aquarius,Dir
Moon,2,Sextile,Mercury,4,Enter,Sp-Na,2003-11-28,15:42:28,AWST,7.320,0.6,Cancer,Dir,1.6,Virgo,Dir
Chiron,8,Sesquiquadrate,Mercury,4,Enter,Tr-Na,2003-11-30,03:48:01,AWST,7.324,15.6,Capricorn,Dir,1.6,Virgo,Dir
Moon,2,Sesquiquadrate,MC,10,Enter,Sp-Na,2003-11-30,23:19:44,AWST,7.327,0.683,Cancer,Dir,16.683,Aquarius,Dir
Jupiter,5,Conjunction,HouseCusp,5,HouseChange,Tr-Na,2003-12-01,00:32:16,AWST,7.327,17.083,Virgo,Dir,17.083,Virgo,Dir
Saturn,2,Square,NorthNode,5,Enter,Tr-Na,2003-12-01,13:42:53,AWST,7.328,12.067,Cancer,Rx,11.067,Libra,Rx
NorthNode,12,Semi-Square,Mars,2,Leave,Tr-Na,2003-12-02,00:59:20,AWST,7.329,19.3,Taurus,Rx,5.3,Cancer,Dir
Saturn,2,Square,Chiron,5,Enter,Tr-Na,2003-12-02,16:42:24,AWST,7.331,11.983,Cancer,Rx,10.983,Libra,Dir
Jupiter,5,Sesquiquadrate,Uranus,9,Exact,Tr-Na,2003-12-02,20:28:35,AWST,7.332,17.267,Virgo,Dir,2.267,Aquarius,Rx
Jupiter,5,Quincunx,MC,10,Leave,Tr-Na,2003-12-07,10:45:47,AWST,7.344,17.683,Virgo,Dir,16.683,Aquarius,Dir
NorthNode,5,Trine,ASC,1,Leave,Sp-Sp,2003-12-08,03:58:08,AWST,7.346,10.667,Libra,Rx,11.667,Gemini,Dir
Neptune,9,Trine,Chiron,5,Exact,Tr-Na,2003-12-08,23:13:27,AWST,7.348,10.983,Aquarius,Dir,10.983,Libra,Dir
Chiron,8,Semi-Square,Pluto,6,Leave,Tr-Na,2003-12-08,23:34:21,AWST,7.348,16.35,Capricorn,Dir,0.35,Sagittarius,Rx
Moon,2,Quincunx,Uranus,9,Enter,Sp-Sp,2003-12-10,01:00:38,AWST,7.351,0.983,Cancer,Dir,1.983,Aquarius,Rx
Uranus,10,Square,Pluto,6,Enter,Tr-Na,2003-12-11,17:03:18,AWST,7.356,29.35,Aquarius,Dir,0.35,Sagittarius,Rx
Neptune,9,Trine,NorthNode,5,Exact,Tr-Na,2003-12-11,17:04:45,AWST,7.356,11.067,Aquarius,Dir,11.067,Libra,Rx
Chiron,8,Sesquiquadrate,Mercury,4,Exact,Tr-Na,2003-12-11,23:54:03,AWST,7.357,16.6,Capricorn,Dir,1.6,Virgo,Dir
Neptune,9,Semi-Square,Moon,11,Exact,Tr-Na,2003-12-12,04:39:07,AWST,7.357,11.067,Aquarius,Dir,26.067,Pisces,Dir
Sun,4,Opposition,MC,10,Leave,Sp-Na,2003-12-12,20:20:20,AWST,7.359,17.683,Leo,Dir,16.683,Aquarius,Dir
Jupiter,5,Sesquiquadrate,Uranus,9,Leave,Tr-Na,2003-12-15,08:32:52,AWST,7.366,18.267,Virgo,Dir,2.267,Aquarius,Rx
Saturn,2,Square,NorthNode,5,Exact,Tr-Na,2003-12-15,23:25:30,AWST,7.368,11.067,Cancer,Rx,11.067,Libra,Rx
Saturn,2,Square,Chiron,5,Exact,Tr-Na,2003-12-16,21:15:33,AWST,7.370,10.983,Cancer,Rx,10.983,Libra,Dir
Jupiter,8,Semi-Square,MC,10,Exact,Sp-Sp,2003-12-18,04:05:09,AWST,7.374,8.75,Capricorn,Rx,23.75,Aquarius,Dir
Moon,2,Quincunx,Uranus,9,Enter,Sp-Na,2003-12-18,17:50:30,AWST,7.375,1.267,Cancer,Dir,2.267,Aquarius,Rx
Neptune,9,Sesquiquadrate,Venus,1,Exact,Tr-Na,2003-12-19,10:07:39,AWST,7.377,11.267,Aquarius,Dir,26.267,Gemini,Dir
Moon,2,Quincunx,Pluto,6,Leave,Sp-Sp,2003-12-20,15:23:46,AWST,7.380,1.333,Cancer,Dir,0.333,Sagittarius,Rx
Moon,2,Quincunx,Pluto,6,Leave,Sp-Na,2003-12-21,03:52:36,AWST,7.382,1.35,Cancer,Dir,0.35,Sagittarius,Rx
Moon,2,Conjunction,Venus,2,Enter,Sp-Sp,2003-12-22,22:59:44,AWST,7.387,1.4,Cancer,Dir,2.4,Cancer,Dir
Chiron,8,Sesquiquadrate,Mercury,4,Leave,Tr-Na,2003-12-23,02:27:21,AWST,7.387,17.6,Capricorn,Dir,1.6,Virgo,Dir
Saturn,2,Opposition,Jupiter,8,Enter,Tr-Na,2003-12-24,19:29:32,AWST,7.392,10.367,Cancer,Rx,9.367,Capricorn,Rx
Saturn,2,Square,NorthNode,5,Leave,Tr-Na,2003-12-28,11:43:02,AWST,7.402,10.067,Cancer,Rx,11.067,Libra,Rx
Moon,2,Sextile,Mercury,4,Exact,Sp-Na,2003-12-29,03:47:59,AWST,7.404,1.6,Cancer,Dir,1.6,Virgo,Dir
Saturn,2,Square,Chiron,5,Leave,Tr-Na,2003-12-29,08:02:16,AWST,7.404,9.983,Cancer,Rx,10.983,Libra,Dir
Uranus,10,Conjunction,Pisces,10,SignIngress,Tr-Na,2003-12-30,17:15:16,AWST,7.408,0.0,Pisces,Dir,0.0,Pisces,Dir
Neptune,9,Opposition,Sun,3,Leave,Tr-Na,2003-12-30,21:07:38,AWST,7.408,11.633,Aquarius,Dir,10.633,Leo,Dir
Moon,2,Sesquiquadrate,MC,10,Exact,Sp-Na,2003-12-31,11:27:39,AWST,7.410,1.683,Cancer,Dir,16.683,Aquarius,Dir
Chiron,8,Sesquiquadrate,ASC,1,Enter,Tr-Na,2003-12-31,12:25:28,AWST,7.410,18.383,Capricorn,Dir,4.383,Gemini,Dir
NorthNode,12,Square,MC,10,Enter,Tr-Na,2004-01-01,13:55:48,AWST,7.413,17.683,Taurus,Rx,16.683,Aquarius,Dir
Moon,2,Semi-Square,Sun,4,Enter,Sp-Sp,2004-01-02,02:25:37,AWST,7.414,1.733,Cancer,Dir,17.733,Leo,Dir
Jupiter,5,Station,,,Retrograde,Tr,2004-01-04,07:57:10,AWST,7.421,18.9,Virgo,Rx,,,
Saturn,2,Opposition,Jupiter,8,Exact,Tr-Na,2004-01-05,23:13:19,AWST,7.425,9.367,Cancer,Rx,9.367,Capricorn,Rx
Uranus,10,Square,Pluto,6,Exact,Tr-Na,2004-01-07,21:30:28,AWST,7.430,0.35,Pisces,Dir,0.35,Sagittarius,Rx
Moon,2,Quincunx,Uranus,9,Exact,Sp-Sp,2004-01-09,10:58:26,AWST,7.435,1.967,Cancer,Dir,1.967,Aquarius,Rx
Neptune,9,Trine,Chiron,5,Leave,Tr-Na,2004-01-10,09:19:01,AWST,7.437,11.983,Aquarius,Dir,10.983,Libra,Dir
Chiron,5,Trine,ASC,1,Exact,Sp-Sp,2004-01-10,09:49:33,AWST,7.437,11.767,Libra,Dir,11.767,Gemini,Dir
Chiron,8,Sesquiquadrate,ASC,1,Exact,Tr-Na,2004-01-11,02:50:26,AWST,7.439,19.383,Capricorn,Dir,4.383,Gemini,Dir
Neptune,9,Trine,NorthNode,5,Leave,Tr-Na,2004-01-12,08:08:24,AWST,7.443,12.067,Aquarius,Dir,11.067,Libra,Rx
Neptune,9,Semi-Square,Moon,11,Leave,Tr-Na,2004-01-12,16:32:37,AWST,7.443,12.067,Aquarius,Dir,26.067,Pisces,Dir
Uranus,10,Opposition,Mercury,4,Enter,Tr-Na,2004-01-13,12:23:12,AWST,7.446,0.6,Pisces,Dir,1.6,Virgo,Dir
Neptune,9,Sesquiquadrate,ASC,1,Leave,Sp-Sp,2004-01-14,05:08:09,AWST,7.448,25.767,Capricorn,Rx,11.767,Gemini,Dir
Neptune,9,Sesquiquadrate,Venus,1,Leave,Tr-Na,2004-01-18,04:06:18,AWST,7.458,12.267,Aquarius,Dir,26.267,Gemini,Dir
Moon,2,Quincunx,Uranus,9,Exact,Sp-Na,2004-01-18,06:16:29,AWST,7.459,2.267,Cancer,Dir,2.267,Aquarius,Rx
Saturn,2,Opposition,Jupiter,8,Leave,Tr-Na,2004-01-18,13:39:17,AWST,7.460,8.367,Cancer,Rx,9.367,Capricorn,Rx
NorthNode,12,Square,MC,10,Exact,Tr-Na,2004-01-20,11:17:38,AWST,7.465,16.683,Taurus,Rx,16.683,Aquarius,Dir
Saturn,2,Square,Saturn,11,Enter,Tr-Na,2004-01-20,15:15:27,AWST,7.465,8.2,Cancer,Rx,7.2,Aries,Rx
Chiron,8,Sesquiquadrate,ASC,1,Leave,Tr-Na,2004-01-21,18:10:18,AWST,7.468,20.383,Capricorn,Dir,4.383,Gemini,Dir
Jupiter,5,Sesquiquadrate,Uranus,9,Enter,Tr-Na,2004-01-24,05:29:48,AWST,7.475,18.267,Virgo,Rx,2.267,Aquarius,Rx
Moon,2,Conjunction,Venus,2,Exact,Sp-Sp,2004-01-24,21:04:23,AWST,7.477,2.483,Cancer,Dir,2.483,Cancer,Dir
Uranus,10,Square,Pluto,6,Leave,Tr-Na,2004-01-27,23:05:42,AWST,7.485,1.35,Pisces,Dir,0.35,Sagittarius,Rx
Moon,2,Sextile,Mercury,4,Leave,Sp-Na,2004-01-28,16:24:23,AWST,7.487,2.6,Cancer,Dir,1.6,Virgo,Dir
Moon,2,Sesquiquadrate,MC,10,Leave,Sp-Na,2004-01-31,00:06:20,AWST,7.494,2.683,Cancer,Dir,16.683,Aquarius,Dir
Jupiter,5,Quincunx,MC,10,Enter,Tr-Na,2004-02-01,02:37:26,AWST,7.497,17.683,Virgo,Rx,16.683,Aquarius,Dir
Uranus,10,Opposition,Mercury,4,Exact,Tr-Na,2004-02-01,18:43:15,AWST,7.498,1.6,Pisces,Dir,1.6,Virgo,Dir
Moon,2,Semi-Square,Sun,4,Exact,Sp-Sp,2004-02-04,07:00:05,AWST,7.505,2.817,Cancer,Dir,17.817,Leo,Dir
Saturn,2,Square,Saturn,11,Exact,Tr-Na,2004-02-04,22:27:16,AWST,7.507,7.2,Cancer,Rx,7.2,Aries,Rx
Jupiter,5,Sesquiquadrate,Uranus,9,Exact,Tr-Na,2004-02-05,17:27:41,AWST,7.509,17.267,Virgo,Rx,2.267,Aquarius,Rx
Jupiter,5,Conjunction,HouseCusp,5,HouseChange,Tr-Na,2004-02-07,13:54:54,AWST,7.514,17.083,Virgo,Rx,17.083,Virgo,Dir
Chiron,9,Conjunction,HouseCusp,9,HouseChange,Tr-Na,2004-02-07,23:16:56,AWST,7.515,21.95,Capricorn,Dir,21.95,Capricorn,Dir
NorthNode,12,Square,MC,10,Leave,Tr-Na,2004-02-08,08:35:03,AWST,7.516,15.683,Taurus,Rx,16.683,Aquarius,Dir
Moon,2,Quincunx,Uranus,9,Leave,Sp-Sp,2004-02-08,21:27:06,AWST,7.518,2.967,Cancer,Dir,1.967,Aquarius,Rx
Jupiter,4,Quincunx,MC,10,Exact,Tr-Na,2004-02-11,10:10:52,AWST,7.525,16.683,Virgo,Rx,16.683,Aquarius,Dir
Jupiter,4,Sesquiquadrate,Uranus,9,Leave,Tr-Na,2004-02-15,03:50:19,AWST,7.535,16.267,Virgo,Rx,2.267,Aquarius,Rx
Moon,2,Quincunx,Uranus,9,Leave,Sp-Na,2004-02-17,19:12:33,AWST,7.542,3.267,Cancer,Dir,2.267,Aquarius,Rx
Uranus,10,Opposition,Mercury,4,Leave,Tr-Na,2004-02-19,10:30:08,AWST,7.547,2.6,Pisces,Dir,1.6,Virgo,Dir
Jupiter,4,Quincunx,MC,10,Leave,Tr-Na,2004-02-20,01:30:44,AWST,7.549,15.683,Virgo,Rx,16.683,Aquarius,Dir
Moon,2,Conjunction,Venus,2,Leave,Sp-Sp,2004-02-26,19:51:06,AWST,7.567,3.567,Cancer,Dir,2.567,Cancer,Dir
Saturn,2,Conjunction,Mars,2,Enter,Tr-Na,2004-03-03,09:59:55,AWST,7.582,6.3,Cancer,Rx,5.3,Cancer,Dir
Uranus,10,Square,ASC,1,Enter,Tr-Na,2004-03-04,01:44:24,AWST,7.584,3.383,Pisces,Dir,4.383,Gemini,Dir
Saturn,2,Station,,,Direct,Tr,2004-03-08,00:51:04,AWST,7.595,6.283,Cancer,Dir,,,
Moon,2,Semi-Square,Sun,4,Leave,Sp-Sp,2004-03-08,12:12:40,AWST,7.596,3.917,Cancer,Dir,17.917,Leo,Dir
Saturn,2,Conjunction,Mars,2,Leave,Tr-Na,2004-03-12,15:12:46,AWST,7.608,6.3,Cancer,Dir,5.3,Cancer,Dir
Venus,2,Sextile,Mercury,4,Leave,Sp-Na,2004-03-17,00:26:02,AWST,7.620,2.6,Cancer,Dir,1.6,Virgo,Dir
Jupiter,4,Sesquiquadrate,Neptune,9,Enter,Tr-Na,2004-03-20,06:27:33,AWST,7.628,11.95,Virgo,Rx,25.95,Capricorn,Rx
Moon,2,Conjunction,Mars,2,Enter,Sp-Na,2004-03-20,09:39:35,AWST,7.629,4.3,Cancer,Dir,5.3,Cancer,Dir
Uranus,10,Trine,Mars,2,Enter,Tr-Na,2004-03-20,11:54:28,AWST,7.629,4.3,Pisces,Dir,5.3,Cancer,Dir
Chiron,9,Conjunction,Neptune,9,Enter,Tr-Na,2004-03-20,19:02:27,AWST,7.630,24.95,Capricorn,Dir,25.95,Capricorn,Rx
Uranus,10,Square,ASC,1,Exact,Tr-Na,2004-03-22,04:54:16,AWST,7.634,4.383,Pisces,Dir,4.383,Gemini,Dir
Chiron,9,Sextile,Moon,11,Enter,Tr-Na,2004-03-23,00:49:00,AWST,7.636,25.067,Capricorn,Dir,26.067,Pisces,Dir
Mars,2,Opposition,Jupiter,8,Leave,Sp-Na,2004-03-24,06:48:25,AWST,7.639,10.367,Cancer,Dir,9.367,Capricorn,Rx
Pluto,7,Station,,,Retrograde,Tr,2004-03-24,23:07:56,AWST,7.641,22.233,Sagittarius,Rx,,,
ASC,1,Sesquiquadrate,Neptune,9,Leave,Sp-Na,2004-03-26,06:23:24,AWST,7.645,11.95,Gemini,Dir,25.95,Capricorn,Rx
Chiron,9,Quincunx,Venus,1,Enter,Tr-Na,2004-03-27,04:23:52,AWST,7.647,25.267,Capricorn,Dir,26.267,Gemini,Dir
Jupiter,4,Sesquiquadrate,Neptune,9,Exact,Tr-Na,2004-03-29,04:14:57,AWST,7.653,10.95,Virgo,Rx,25.95,Capricorn,Rx
Jupiter,4,Trine,Jupiter,8,Enter,Tr-Na,2004-04-04,07:24:38,AWST,7.670,10.367,Virgo,Rx,9.367,Capricorn,Rx
ASC,1,Trine,Chiron,5,Leave,Sp-Na,2004-04-08,02:55:06,AWST,7.680,11.983,Gemini,Dir,10.983,Libra,Dir
Saturn,2,Square,Saturn,11,Exact,Tr-Na,2004-04-08,22:56:37,AWST,7.682,7.2,Cancer,Dir,7.2,Aries,Rx
Jupiter,4,Sesquiquadrate,Neptune,9,Leave,Tr-Na,2004-04-09,02:46:30,AWST,7.683,9.95,Virgo,Rx,25.95,Capricorn,Rx
Uranus,10,Trine,Mars,2,Exact,Tr-Na,2004-04-09,18:02:44,AWST,7.685,5.3,Pisces,Dir,5.3,Cancer,Dir
Uranus,10,Square,ASC,1,Leave,Tr-Na,2004-04-11,19:06:55,AWST,7.690,5.383,Pisces,Dir,4.383,Gemini,Dir
NorthNode,12,Semi-Square,Venus,1,Enter,Tr-Na,2004-04-12,16:40:40,AWST,7.693,12.267,Taurus,Rx,26.267,Gemini,Dir
NorthNode,12,Semi-Square,Moon,11,Enter,Tr-Na,2004-04-16,11:17:55,AWST,7.703,12.067,Taurus,Rx,26.067,Pisces,Dir
Chiron,9,Conjunction,Neptune,9,Exact,Tr-Na,2004-04-16,13:14:17,AWST,7.703,25.95,Capricorn,Dir,25.95,Capricorn,Rx
NorthNode,12,Quincunx,NorthNode,5,Enter,Tr-Na,2004-04-16,17:00:08,AWST,7.704,12.067,Taurus,Rx,11.067,Libra,Rx
Venus,2,Sesquiquadrate,MC,10,Leave,Sp-Na,2004-04-17,18:32:33,AWST,7.707,2.683,Cancer,Dir,16.683,Aquarius,Dir
NorthNode,12,Quincunx,Chiron,5,Enter,Tr-Na,2004-04-18,00:35:39,AWST,7.707,11.983,Taurus,Rx,10.983,Libra,Dir
Jupiter,4,Trine,Jupiter,8,Exact,Tr-Na,2004-04-18,05:06:50,AWST,7.708,9.367,Virgo,Rx,9.367,Capricorn,Rx
Moon,2,Conjunction,Mars,2,Exact,Sp-Na,2004-04-19,23:33:06,AWST,7.713,5.3,Cancer,Dir,5.3,Cancer,Dir
Saturn,2,Square,Saturn,11,Leave,Tr-Na,2004-04-23,16:24:44,AWST,7.723,8.2,Cancer,Dir,7.2,Aries,Rx
Chiron,9,Sextile,Moon,11,Exact,Tr-Na,2004-04-23,17:03:35,AWST,7.723,26.067,Capricorn,Dir,26.067,Pisces,Dir
NorthNode,12,Square,Sun,3,Enter,Tr-Na,2004-04-24,20:08:57,AWST,7.726,11.633,Taurus,Rx,10.633,Leo,Dir
Saturn,2,Opposition,Jupiter,8,Enter,Tr-Na,2004-04-25,14:44:54,AWST,7.728,8.367,Cancer,Dir,9.367,Capricorn,Rx
